wid,user_name,user_id,gender,publish_time,text,like_count,comment_count,forward_count
4910435126741619,漫游桃浦岛,6968533796,f,2023-06-08 19:07:08,#高考# 怎么说呢 比想象中的平淡 就算知道自己没考好还是很平淡 应该跟二模三模差不多吧 虽然二模三模再差也比一本线高十几二十分 但是总感觉这次不是 尤其是英语 为什么为什么啊 果然江南十校考好了高考不会好 我信了,0,1,0
4910435059634554,伏黑惠的妈咪,7295501515,f,2023-06-08 19:06:52,#高考#重要的是被爱意包围 完结!,1,0,0
4910434895529037,初七遇鹿,5935637358,f,2023-06-08 19:06:12,#高考#完结,0,0,0
4910434878233808,Hanjf_09,6901090403,f,2023-06-08 19:06:09,前年和去年的今天都让我怀念。#高考#,0,1,0
4910434853065483,等你一起追风看雪,5015746496,f,2023-06-08 19:06:03,#高考##为啥一到高考就下雨##高考结束# 辛苦了小表弟！ 辛苦了！在座的小朋友们！！,0,1,0
4910434845202989,森井希,2961793815,f,2023-06-08 19:06:01,还记得高考结束的时候， 最想做什么吗？🎞️🍃 摄影#高考##高考加油# 成都,0,0,0
4910434845202989,森井希,2961793815,f,2023-06-08 19:06:01,还记得高考结束的时候， 最想做什么吗？🎞️🍃 摄影#高考##高考加油# 成都,0,0,0
4910434752136183,芈俪米粒,3828637523,f,2023-06-08 19:05:39,#高考#17点考完 18点已买,0,0,0
4910434698919940,Sonderra,5505670032,f,2023-06-08 19:05:25,#高考# 还记得三年前走出考场的景象， 渐变的晚霞、 回家洗个澡之后跟爸爸妈妈出去吃饭、 晚上回家和crush打了两把游戏、 没有想象之中的快乐和兴奋 也没有想象之中的不舍与留恋,1,1,0
4910434589607286,广东检察,2204033420,m,2023-06-08 19:05:00,#高考#【都在同一起跑线上，别想耍小聪明！】答案？包过？替考？这是对诚信原则的违背，必须对高考舞弊行为坚决说“不”！@头屯河检察 提醒：诚信考试，谨防受骗。@CCTV今日说法 CCTV今日说法的微博视频,0,0,0
4910434588821525,猛犸新闻,1672519561,f,2023-06-08 19:05:00,【郑州一考场外#消防队设置点位帮考生看管手机#：只想方便考生】6月8日，河南郑州。2023年高考进行中，由于考生不能携带手机进入考点，在郑州市第106中学考点外，二七区消防救援大队专门设置便利点，帮学生看管手机、背包等个人物品，待考试结束核实身份后归还考生。#高考第二天##高考#@正观视频 正观视频的微博视频,0,0,0
4910337487016645,七号糖糖,7191528792,f,2023-06-08 12:39:09,#高考##高考英语# 22届的不要再叨叨今年试卷简单，全世界都对不起22级了。没人阻止你们复读，大考本来就有各种不确定因素。试卷简单，那你们敢试试560的一本线吗?今年的孩子们绝大部分在备考期间都阳过，最近也有二阳的风险，一届有一届的不容易，做个人吧祝福每个好好学英语的孩子下午都能135+,604,71,1
4910434547928936,Purple-SH,6280995619,f,2023-06-08 19:04:50,#高考#一直都抗拒回忆😶🌫️ 刚刚去看了2017年的说说 在一系列幼稚的片段中，找到了这个⬇️ 当时还真挺治愈我的,1,1,0
4910434518040983,福建东南网,1598078571,m,2023-06-08 19:04:42,#高考##2023福建高考作文##福建暴雨# 刚刚！福州暴雨、雷声、闪电、冰雹…… 福建东南网的微博视频,0,0,0
4910434513062834,小龙不吃肥肉-,6309040665,m,2023-06-08 19:04:42,收留高三心碎男高#高考#,0,1,0
4910434367570704,饿鱼鱼亓,7561008861,f,2023-06-08 19:04:07,#高考# @得力文具 @得力集团 @得力办公 你们的2B涂卡好难用,0,0,0
4910434513062834,小龙不吃肥肉-,6309040665,m,2023-06-08 19:04:42,收留高三心碎男高#高考#,0,1,0
4910434367570704,饿鱼鱼亓,7561008861,f,2023-06-08 19:04:07,#高考# @得力文具 @得力集团 @得力办公 你们的2B涂卡好难用,0,0,0
4910434291028296,一心町日语,6481497170,f,2023-06-08 19:03:49,高考日语 独家！2023年高考日语答案出炉！！！ #高考##高考日语##成都日语#,7,8,2
4910434261669862,Louis丨X,1694851852,m,2023-06-08 19:03:42,"2023.6.8/江西考生的2023年全国高考统考结束了。
几乎就是在五点考试结束铃声响起同一时刻，天空放晴，阳光撒向大地，教室里的考生们全部起身，等待着收卷。
这是新冠疫情管控之下的一代高中生，上网课，测核酸，被隔离等事件陪伴了他们三年。
而今疫情虽仍犹在，但正常的自由的生活终于再次回归。
他们也可以像2020年之前的学长学姐那样走出考场，迎接考点外聚集着的人群送上的热烈祝福和一束束鲜花。
美好的大学生活，正等着他们。
#高考##高考加油##南昌# 南昌·江西师范大学附属中学",2,0,0
4910434240698870,远方Traveler,7488567569,f,2023-06-08 19:03:37,高考竟然变成了三天好吧，上次高考大概是上个世纪的事儿，我是落后了#高考#,0,1,0
4910434178302626,茉莉花茶有如玉的甜,6286804141,f,2023-06-08 19:03:21,2022届高考生，你们释怀了吗？#高考 #学业 #高考加油 #高考数学 茉莉花茶有如玉的甜的微博视频,1,0,0
4910434119326288,CherrieJIN,2167249064,f,2023-06-08 19:03:08,#高考# 17年后的高考不知道会是个怎样的场景….但于现在的我们来说，成与败或许并没有想象中那么重要,0,1,0
4910434077904574,乐有悠LiuW六W六,5697439105,f,2023-06-08 19:02:58,#高考# 结束🔚 返程 明天照旧 好累😔 商丘·睢县,0,0,0
4910429220640188,南方日报,1682207150,m,2023-06-08 18:43:40,"【广东#高考英语# 考完，最后一次给李华写信是什么感受？】
#高考第二天# ，广东省#高考# 英语科目结束后，广州市第七中学考点的学生走出考场后纷纷调侃，“以后终于不用替李华写信了！”“只能帮李华到这里了。”

今年广东高考英语作文主题为替李华给外教写一封关于英语口语练习分组的建议信，“我感觉题目还是挺难的，可以发挥的空间很大。”丁同学说。

也有同学表示，感谢李华这三年的陪伴”替他写信，让我从不怎么会写使用英语到现在懂得了怎么用英语去写信沟通。“

“终于考完英语了。我的高考完成一大半了！”广州市执信中学文科生邓同学感觉今年的英语试题整体难度比去年来说略难，但是做题感觉很不错。她说，昨天和今天上午考试的时候，自己还很紧张，也没怎么吃东西，打算晚上回家好好吃一顿，早些休息，积极应对明天的化学、政治考试。

“英语考试难度比去年难一点，小作文有点创新感，是平时没有练习过的体裁。”广州市执信中学李同学说，小作文是让写一封建议信，问法很新颖，模拟老师出现问题，你要指出来并提出建议。而大作文题目考的是“人与自我”，怎样挑战自己，并且坚持做好一件事。

李同学说，小作文行数特别少，不够写；而大作文的行数又太多了，感觉写完还剩好多行，为了考卷好看，自己增加了许多论据。

“我现在内心毫无波澜，考完一门就忘记一门。”李同学说，明天的地理、生物才是她的强项，争取把水平发挥到极致。

“下午的雨这么大，原来是我考英语时的泪。”8日下午，在广州市第五中学考点外，考生小黎对同学感叹。小黎说，自己平时英语在班上还算中上水平，但做英语卷时“从中间就开始读不太懂题目”。不过她也表示，作文题是替李华写一封信，这种“套路”在平时的练习中算比较常见，“但还是有几个生词看不懂”。高考 直击广东高考首日：考生走进考场，为梦想而战",23,1,2
4910434006598676,可爱美人娱,6085757608,f,2023-06-08 19:02:41,#高考第二天# #高考英语# #高考# 高考第二天，物理历史结束了，物理简不简单，历史难不难，来听听考生怎么说？ 可爱美人娱的微博视频,0,0,0
4910433994278339,晓竹xz,1886028947,f,2023-06-08 19:02:38,#高考# 轰轰烈烈的一年一度高考就这么结束了 ㊗️大家都考到理想的大学吧,0,1,0
4910433989824148,玛丽莲梦核桃露,6613434148,f,2023-06-08 19:02:37,#高考##高考英语# 高考期间，大学生不可以请假？山东省教育厅：高考期间山东大学生不得请假离校。 玛丽莲梦核桃露的微博视频,1,0,0
4910390553346305,Vista看天下,1323527941,m,2023-06-08 16:10:00,【#女生拒绝帮助用双膝自信进考场# 拍摄者：很佩服她的坚强自信】#高考# 6月7日，河南洛阳。女生腿脚不便拒绝帮助用双膝自信进考场。视频拍摄者王女士称，女生下半肢可能是残疾，只能用膝盖走路，周围很多安保人员想帮忙，但女生仍然坚持自己进考场大门。过了安检门后，工作人员就把她抱上轮椅推进考场了。自己看到这一幕很心疼女生，但也非常佩服她，一些正常考生会因为压力而缺考，但这位女生却走出了坚强与自信。白鹿视频的微博视频,89,6,5
4910433951809619,雅说Yaso,6283683088,f,2023-06-08 19:02:27,可爱的苏州#高考#高考,0,0,0
4910433876838991,辽阳市公安局,2055227775,m,2023-06-08 19:02:10,#护航高考#【北京全力做好#高考#安全保障工作】#公安心向党 护航新征程#,0,0,0
4910433867930323,我在西安上学,5283926940,m,2023-06-08 19:02:08,首页刷到灵隐寺 不要无视 很灵的 #高考#,2,0,0
4910433820999786,Cloud-Sailor,3803117917,f,2023-06-08 19:01:56,丢了卡，办了张得坐50次公交车才能回本的合肥通，但买到了取餐号特别吉利的咖啡，希望高考生中考生都能考到自己梦寐以求的学校#高考#,0,0,0
4910433805537279,Pinkkk0805X1005,7125008143,f,2023-06-08 19:01:53,博君一肖#博君一肖# 是我们漓江王八的小妹妹高考呀！ 三年，一直没进群一直在支持我们的工作～ 祝咱们桂林高考的王八姐妹都金榜题名，找到属于自己梦中的那片海～ #高考#,5,1,0
4910433763332058,娱乐小学妹阿,5991719505,f,2023-06-08 19:01:43,#高考第二天# #高考英语# #高考# 直击新沂一中现场。今年物理难不难呢？ 娱乐小学妹阿的微博视频,1,0,0
4910433750487493,洋县法院,3856482952,m,2023-06-08 19:01:40,【#高原战士的硬核高分祝福# 转发给你身边高考的朋友！】同学们，今天#高考#，你们只管放心去考，硬核高分祝福，老班长替你们准备好了！兵哥哥们在海拔1100米、2600米、4500、4900米、5592米......的战位，为你们送上祝福。祝学子们随手截，考分像海拔一样高。旗开得胜，金榜题名！（杨昊、谭少涵、袁昆、马兴科、杨振坤、尚鑫、李周海、杨益、高传芒、罗炳港、王鲲翔、龚赛特） 中国退役军人的微博视频,0,0,0
4910433763332058,娱乐小学妹阿,5991719505,f,2023-06-08 19:01:43,#高考第二天# #高考英语# #高考# 直击新沂一中现场。今年物理难不难呢？ 娱乐小学妹阿的微博视频,1,0,0
4910433750487493,洋县法院,3856482952,m,2023-06-08 19:01:40,【#高原战士的硬核高分祝福# 转发给你身边高考的朋友！】同学们，今天#高考#，你们只管放心去考，硬核高分祝福，老班长替你们准备好了！兵哥哥们在海拔1100米、2600米、4500、4900米、5592米......的战位，为你们送上祝福。祝学子们随手截，考分像海拔一样高。旗开得胜，金榜题名！（杨昊、谭少涵、袁昆、马兴科、杨振坤、尚鑫、李周海、杨益、高传芒、罗炳港、王鲲翔、龚赛特） 中国退役军人的微博视频,0,0,0
4910433712479221,陕西历史博物馆志愿者团队,6588695161,m,2023-06-08 19:01:31,"【武举】#兵戈戎马#
•决胜高考，就在今天！高考是现代人一生中最为重要的考试之一，古人最为重要的考试则是科举。大家是否知道科举考试中还有武举这一科目？#高考#
•武举制度始创于唐朝武则天长安二年（702年），武举内容分为内堂（考策略）和外堂（考武艺）两部分。唐朝武举的内容有长垛（靶射）、骑射、马枪、步射、负重和翘关（考察臂力），配图中杯壁上的狩猎纹展现了唐人骑射的场景。另外考试中还有掌握特殊兵器等附加项目，如筒箭、机弩等。只要考试合格不论出生、门第、官位、家境，均由兵部官员根据考试成绩综合高低差异，分
别授予不同的武职。唐朝的武举每年举办一次开科的时间、间隔固定，确定了“武科”的“常科”特点。
•实行武举制度也打破了门阀荫袭世官的一统天下，开拓了“广收俊杰瑰伟奇异之士”的新局面，为习武之人打开一扇进身之门，同时大批文人学士也崇尚武功，提高了“武”的社会地位，也推动了民间
武艺的普及和提高。#陕西古代文明#
图为：唐代狩猎纹高足银杯
图源：@陕西历史博物馆",0,0,0
4910433704086778,济南市中融媒,6858207935,m,2023-06-08 19:01:29,【#高考结束最想去做的事#】6月8日，云南昆明。#高考#将在今日结束，毕业生终于迎来了一个悠闲的假期，可以去完成一直想做但被搁置的事情了。去旅行、去烫头、去呼呼大睡……你高考后做了哪件一直想做的事？快来评论区集合！@都市时报 都市时报的微博视频,1,0,0
4910433644843032,flourish99,2597899795,f,2023-06-08 19:01:15,#高考#河南作为高考大省，不让孩子自带文具，要统一配备。孩子交报名费时买,0,0,0
4910433641177364,天全警方,5847641293,m,2023-06-08 19:01:14,#感动在你我身边#【 双向奔赴的感动——来自考生的比心】场内是学生的战场，场外是交警的考卷，交卷的瞬间，场面可可爱爱，这份感动我们收到啦！愿你们圆梦今夏，金榜题名，加油，少年！ #高考##高考助威团#天全县公安局交通警察大队的微博视频,0,0,0
4910433632262427,萧山日报,1760203754,f,2023-06-08 19:01:12,【警惕！#考生家长买大学招生指标被骗80万# 】大学招生“内部指标”能花钱买？分数不够也能上？高考季骗子蠢蠢欲动。教育部去年公布的案例中，北京一中院破获了一起高考诈骗案，骗子谎称自己与多家知名高校有内部协议，可以通过“预留名额”“托关系”等方式，帮助高考分数未达到相应高校录取分数线的考生进入知名音乐学院或者国外名校就读，并承诺办理不成全额退款，最终骗取9名高考学生家长共计80余万。警方提醒，正规招生录取不会产生任何附加费用，凡是需要收取保证金、录取费、指标费的“招生指标”，100%是诈骗！又是一年高考季，祝愿考生们#高考# 顺利，既要金榜题名，也要火眼金睛！@北京商报 北京商报的微博视频,0,0,0
4910433624392099,萝卜烊肉汤,6428192980,f,2023-06-08 19:01:09,#高考# 考完了 再也不考了 累死了,0,1,0
4910433616009905,海岸猎人水相,6893700678,f,2023-06-08 19:01:08,泽连斯基抵达赫尔松市 #俄乌局势##高考#海岸猎人水相 海岸猎人水相的微博视频,1,1,0
4910433599751704,溪西西鲤,7541665899,f,2023-06-08 19:01:04,我的高考也结束了~sky光遇#高考#,0,0,0
4910370415707033,人民网,2286908003,m,2023-06-08 14:50:00,【昨天走错考场，今天没赶上公交……#民警2天救助同一高考生#】#高考#第二天，广东佛山，一名考生急匆匆跑进@南海公安 分局狮山派出所求助，称其没赶上公交车，因没带手机又打不到车，希望能得到民警的帮助。而这名考生，曾在高考首日就走错考场求助过南海民警。好在警车最终按时抵达考场，考生对民警的再次救助表示感谢。南海公安的微博视频,1564,252,47
4910321187946965,新华社,1699432410,m,2023-06-08 11:34:23,【江西#渐冻症男孩高考被抱进考场#】#高考#首日，在江西萍乡安源中学考点，一位身患顽疾、行动有障碍的渐冻症男孩在多方爱心人士的帮助下，勇敢地站在了人生的“考场”。网友：有梦想谁都了不起！坚强的少年，加油！#高考第二天#（新华每日电讯） 新华社的微博视频,780,45,43
4910354935583748,白鹿视频,7575030448,m,2023-06-08 13:48:29,【“一举高中” #女子考场门口摆摊卖扇2小时赚203元#】#高考#6月7日，山东济南。女子高考考场门口摆摊卖扇子两小时收入203元。当事人戴女士介绍，自己是书法专业，想到高考天气炎热，扇子是家长等孩子过程中的一个刚需，自己就在扇面上写对高考生的祝福语，像“一举高中”，“一举夺魁”等。扇子价格图个吉利“211”学校，一把定价为21.1元。家长也喜欢陌生人对自己孩子考试的祝福，都很高兴地来买扇子，摆摊两小时收入203元，家长买的多自己也会给一些优惠。@白鹿视频 白鹿视频的微博视频,269,22,13
4910437470834298,广州工会,3176678803,m,2023-06-08 19:16:27,【撑你！广州职工全力护考！这里还有3天高考“陪考假”！】十年磨一剑，今朝试锋芒！广州5.8万多考生奔赴考场，但高考时刻，从来不是考生一个人的战斗。这座城市，为你们保驾护航！#高考# 撑你！广州职工全力护考！这里还有3天高考“陪考假”！,0,0,0
4910437441212319,爱思考的范范呀,5459046813,m,2023-06-08 19:16:20,"医护极奔6楼10分钟急救高考生！
这得幸亏就在考点附近，而且考场做的准备充足，医护人员可以马上赶到现场，这要时间赶不上，问题可就大了！
以前觉得陪医护啥的，觉得很多余，正常情况下能发生什么事嘛？
实则不然，所有的准备，就是为了应对那万分之一的情况！
有准备有预案，遇到事情才能有效解决。
这种做事方法，放到其他事上也一样重要！
#长沙头条##高考#",0,0,0
4910437412115544,大邱猫猫蓝,6098849978,f,2023-06-08 19:16:13,#高考# 终于考完了我自由啦啊啊啊啊啊啊啊啊啊啊啊,0,1,0
4910437361257217,零号警犬,5925405068,m,2023-06-08 19:16:00,#高考# 呼叫@中国刑警学院 有考生找,0,0,0
4910437257186303,TXLS在天堂,6912657554,f,2023-06-08 19:15:36,#高考# 为什么大家不能统一一下，和山东一样考四天（发疯）（阴暗爬行）,0,1,0
4910435604372253,澎湃新闻,5044281310,m,2023-06-08 19:09:02,【南昌一考生开考15分钟后仍进入考场，考试院：暴雨堵路，向上级请示后采取措施】#官方回应江西考生迟到37分进考场# 据二三里资讯，6月8日，有网友发视频称#高考#9点开考，而江西南昌洪都中学考点有学生9点37分时仍能进入考场。考试院回应：下暴雨导致考生被堵，向上级请示后采取措施。 澎湃新闻的微博视频,18,3,1
4910437047470189,从山谷里吹来的风,7486619329,f,2023-06-08 19:14:46,高考结束了，别关心高考生了，关心一下大学生吧 高考生考完有大学上，大学生考完期末未必了就 背书背了一下午，脑袋嗡嗡的 #高考##高考结束#,0,1,0
4910437013392975,港真DE,2708476577,m,2023-06-08 19:14:38,香港政府向立法会提交文件，表示今年将为全港青少年提供超过5000个名企实习名额及20万个内地和海外的学习交流名额，为他们的成长成才创造更多机会。#教育##学生##高考#,0,1,0
4910436996353754,电子科技大学考研助手,6910252534,f,2023-06-08 19:14:34,电子科技大学#考研##决战考研#电子科技大学考研部落#高考# 你觉得高考和考研，哪个难？如果高考能重来，你还会选择考研么？,0,0,0
4910437013392975,港真DE,2708476577,m,2023-06-08 19:14:38,香港政府向立法会提交文件，表示今年将为全港青少年提供超过5000个名企实习名额及20万个内地和海外的学习交流名额，为他们的成长成才创造更多机会。#教育##学生##高考#,0,1,0
4910436996353754,电子科技大学考研助手,6910252534,f,2023-06-08 19:14:34,电子科技大学#考研##决战考研#电子科技大学考研部落#高考# 你觉得高考和考研，哪个难？如果高考能重来，你还会选择考研么？,0,0,0
4910436933181142,Apocryphally,3164478365,m,2023-06-08 19:14:19,#高考#为天地立心，为生民立命，为往圣继绝学，为万世开太平。,0,1,0
4910436803151659,青晨视频,6174413689,m,2023-06-08 19:13:48,【郑州一考场外#消防队设置点位帮考生看管手机#：只想方便考生】6月8日，河南郑州。2023年高考进行中，由于考生不能携带手机进入考点，在郑州市第106中学考点外，二七区消防救援大队专门设置便利点，帮学生看管手机、背包等个人物品，待考试结束核实身份后归还考生。#高考第二天##高考#@正观视频 正观视频的微博视频,0,0,0
4910436795551491,aaliLkkv_oL20v,7530391696,f,2023-06-08 19:13:46,我想问问新疆2025届是新高考还是就高考啊#高考#,0,1,0
4910436779036781,陕西大事小事,5872109838,m,2023-06-08 19:13:42,陕西大事小事【“一举夺魁”“放青松”！#大学生考点摆摊卖9.85与21.1元花束#】#高考#6月7日，陕西西安。西安市第八十五中学考点外，几位大学生摆摊售卖“一举夺魁”和“放青松”花束吸引不少围观群众。摆摊学生介绍，我们去年刚高考完，今年来给学弟学妹们送祝福，希望他们高考加油，也希望大家都能有个好心情。向日葵花束9.85元，“放青松”花束是29.85元，两种花束一起买分别是9.85元和21.1元，寓意“985”和“211”大学。@白鹿视频 白鹿视频的微博视频,0,0,0
4910436740504110,林中小亭_杉倾,6425937923,f,2023-06-08 19:13:33,天高云淡，望断南飞雁。不到长城非好汉，屈指行程二万。又是一年高考季，望心想事成。#慢生活##高考##高考加油#,1,1,0
4910436723985087,禹州市融媒体中心,7576657188,f,2023-06-08 19:13:29,#高考# 6月8日，2023年高考落下帷幕，在禹州市职业中专考点结束高考的少年，把主持人送上的可乐，跑着送给为高考执勤的工作人员，把快乐传递出去！愿你不负拼搏，花开盛夏；历尽千帆，前途似海！ 禹州市融媒体中心的微博视频,0,0,0
4910436719271654,街头社区HIPHOP-,2251236920,m,2023-06-08 19:13:28,深蓝龚子建晒高考成绩，妥妥学霸 你还记得你的高考成绩吗？#高考#中国说唱巅峰对决,1,1,0
4910436703277897,南县公安局,1936090780,m,2023-06-08 19:13:24,【昨天走错考场，今天没赶上公交……#民警2天救助同一高考生#】#高考#第二天，广东佛山，一名考生急匆匆跑进@南海公安 分局狮山派出所求助，称其没赶上公交车，因没带手机又打不到车，希望能得到民警的帮助。而这名考生，曾在高考首日就走错考场求助过南海民警。好在警车最终按时抵达考场，考生对民警的再次救助表示感谢。 中国警方在线的微博视频,0,1,0
4910436618866503,-极昼月芽-,7022150788,f,2023-06-08 19:13:04,#高考# 等一下，你们全国卷考完了是吗我们还有地理政治,1,0,0
4910436573774695,于海青,1340529235,m,2023-06-08 19:12:52,#高考生暖心回应高考后入伍愿望#,0,0,0
4910436505883481,小蛋高_CHOUPI,5620815890,f,2023-06-08 19:12:37,𝙃𝙖𝙥𝙥𝙮𝙜𝙧𝙖𝙙𝙪𝙖𝙩𝙞𝙤𝙣🎓 | 毕业答辩. 19.06.08 📸 23.06.08 #高考##毕业快乐#,0,0,0
4910436505620663,宝山吴彦祖Jack,1672441141,f,2023-06-08 19:12:37,昨天大家讨论高考住家里还是住酒店。好多往事涌现在眼前，我高考的时候，是某位学霸男生妥善安排让我住在他们班女生寝室的，高考结束，认识他的人都认为他能上清北，而他落到川大，我去了财大，都在成都。爱来恨去。今天又和同事讲起，上天给了我们这么好的机缘相遇，而我们并不天然契合，也真是一段很有趣的人生小品。#高考#,0,0,0
4910436413607799,范范的饭饭了吗,2135740724,f,2023-06-08 19:12:15,#高考#,0,1,0
4910436258421719,BaoliangLing,3157003554,m,2023-06-08 19:11:38,高考落下帷幕，期待捷报频传#高考#,0,0,0
4910436204413044,爱吃草莓de__草莓,3029103085,f,2023-06-08 19:11:24,#高考# 英语考完了吧 还有明天一场，这场“战争”就结束了 愿各位得偿所愿 高考加油🌈,0,1,0
